<<<<<<< HEAD
0.1 78.28 88.28643113785164
0.1333521432163324 68.34 79.76508231279055
0.1778279410038923 59.43 70.71353098141707
0.23713737056616552 51.49 61.5944686623756
0.31622776601683794 44.6 54.54138775377228
0.4216965034285822 38.75 48.79426114364746
0.5623413251903491 33.45 43.86359548708501
0.7498942093324559 28.19 38.73460416521162
1.0 24.23 34.59897862078449
1.333521432163324 20.73 31.150751979506037
1.7782794100389228 17.908500000000004 27.536664696246422
2.371373705661655 15.9245 24.540950894170372
3.1622776601683795 14.357000000000001 21.839441491157874
4.216965034285822 14.019 19.632480950073084
5.623413251903491 13.855 17.468100695358494
7.498942093324558 13.525 15.20449883534668
10.0 12.700000000000001 13.057522572027224
13.33521432163324 12.322999999999999 11.292886515582104
17.78279410038923 12.055000000000001 9.683575075850962
23.71373705661655 11.94 8.400061561131542
31.622776601683793 11.7601 7.3282196153473045
42.169650342858226 11.410799999999998 6.435670101301657
56.23413251903491 11.0921 5.714705124054622
74.98942093324558 10.774799999999999 5.150690130046692
100.0 10.548399999999999 4.787336467035636
133.3521432163324 10.332 4.579932045374588
177.82794100389228 9.989999999999998 4.54590463577633
237.13737056616552 9.786999999999999 4.617261310674672
316.22776601683796 9.481499999999999 4.723073279152429
421.6965034285823 9.317 4.955778197209309
562.341325190349 9.286999999999999 5.329386825825201
749.8942093324558 9.0893 5.792973509588244
1000.0 8.8223 6.333755649138685
1333.521432163324 8.774000000000001 6.96044421732949
1778.2794100389228 8.669 7.655418698070126
2371.373705661655 8.894 8.40079308596568
3162.2776601683795 9.201 9.239710267668366
4216.965034285822 9.679 10.090449440326985
5623.413251903491 10.379 10.984579600302407
7498.942093324558 11.168 11.93215068400696
10000.0 11.802 12.773830984113916
=======
0.1 78.28 89.3537591146471
0.1333521432163324 68.34 80.72350284168888
0.1778279410038923 59.43 71.59454960624879
0.23713737056616552 51.49 62.4287198203652
0.31622776601683794 44.6 55.33766905890302
0.4216965034285822 38.75 49.552093796662895
0.5623413251903491 33.45 44.601640227986685
0.7498942093324559 28.19 39.451036326528126
1.0 24.23 35.29853893738207
1.333521432163324 20.73 31.8489361158773
1.7782794100389228 17.908500000000004 28.22186205718536
2.371373705661655 15.9245 25.21329961255227
3.1622776601683795 14.357000000000001 22.491823420946524
4.216965034285822 14.019 20.25431148081188
5.623413251903491 13.855 18.05669489156638
7.498942093324558 13.525 15.749755785480566
10.0 12.700000000000001 13.561978778600647
13.33521432163324 12.322999999999999 11.755235003987856
17.78279410038923 12.055000000000001 10.101336277472067
23.71373705661655 11.94 8.777016310037403
31.622776601683793 11.7601 7.668764979695665
42.169650342858226 11.410799999999998 6.74439076873583
56.23413251903491 11.0921 5.996776375196508
74.98942093324558 10.774799999999999 5.411849176516707
100.0 10.548399999999999 5.036544156656502
133.3521432163324 10.332 4.823372768192406
177.82794100389228 9.989999999999998 4.792481702412894
237.13737056616552 9.786999999999999 4.871590971432209
316.22776601683796 9.481499999999999 4.985523978374038
421.6965034285823 9.317 5.229600474069346
562.341325190349 9.286999999999999 5.618099284692123
749.8942093324558 9.0893 6.097121266637041
1000.0 8.8223 6.654147191051835
1333.521432163324 8.774000000000001 7.294810467864408
1778.2794100389228 8.669 8.003519031609386
2371.373705661655 8.894 8.759280775740999
3162.2776601683795 9.201 9.60588805267771
4216.965034285822 9.679 10.462583838941756
5623.413251903491 10.379 11.356262056628701
7498.942093324558 11.168 12.30577863613866
10000.0 11.802 13.15134928455636
>>>>>>> 655d64a6ad69d12f21d4ea02eadde43b16a47b30
