<<<<<<< HEAD
0.1 103.0 82.47921172167243
0.1333521432163324 104.0 78.76886461135803
0.1778279410038923 100.7 73.04767969611002
0.23713737056616552 91.7 65.1128499188938
0.31622776601683794 85.8 59.12314503424209
0.4216965034285822 84.2 55.938754097784134
0.5623413251903491 81.9 52.71239492615272
0.7498942093324559 79.3 49.3258083904362
1.0 75.63799999999999 45.96960099172204
1.333521432163324 71.988 43.3904649519371
1.7782794100389228 65.396 39.641990678106886
2.371373705661655 58.774 36.71273148291466
3.1622776601683795 52.27600000000001 33.95098872516562
4.216965034285822 45.043000000000006 31.500478629709118
5.623413251903491 37.69799999999999 28.90920100967309
7.498942093324558 31.205 26.225920965145598
10.0 25.499999999999993 23.505283712369785
13.33521432163324 21.305 21.47864747919398
17.78279410038923 17.794999999999998 19.754190109408793
23.71373705661655 15.297 18.532073461833797
31.622776601683793 13.575 17.709871898964522
42.169650342858226 12.19 16.940369444146416
56.23413251903491 11.018 16.241412557859462
74.98942093324558 10.01679 15.627836087098327
100.0 9.14592 15.136123440526587
133.3521432163324 8.2901 14.38627288669584
177.82794100389228 7.5968 13.67986700225712
237.13737056616552 6.891800000000001 12.798549720645873
316.22776601683796 6.2978000000000005 11.850423880081214
421.6965034285823 5.993100000000001 11.221127430577921
562.341325190349 6.061400000000001 11.044835186477332
749.8942093324558 6.4745 11.1024902220368
1000.0 7.1342 11.343744011880101
1333.521432163324 7.880800000000001 11.57870552265299
1778.2794100389228 8.609700000000002 11.661906326799672
2371.373705661655 9.013950000000001 11.479112845689766
3162.2776601683795 9.538 11.386991047402665
4216.965034285822 9.66292 11.096757006670986
5623.413251903491 9.675079999999998 10.711287100288022
7498.942093324558 9.667635 10.59726662363865
10000.0 9.664645 10.695178022504969
=======
0.1 103.0 82.30595993883237
0.1333521432163324 104.0 78.58034851812461
0.1778279410038923 100.7 72.84651371205527
0.23713737056616552 91.7 64.91442989161199
0.31622776601683794 85.8 58.935684464853786
0.4216965034285822 84.2 55.75677431404488
0.5623413251903491 81.9 52.55132702591498
0.7498942093324559 79.3 49.187060310238365
1.0 75.63799999999999 45.85247284787889
1.333521432163324 71.988 43.313821064715
1.7782794100389228 65.396 39.59141604317966
2.371373705661655 58.774 36.685178940431186
3.1622776601683795 52.27600000000001 33.93816076773435
4.216965034285822 45.043000000000006 31.479288991259764
5.623413251903491 37.69799999999999 28.877739698628318
7.498942093324558 31.205 26.180751722238757
10.0 25.499999999999993 23.461348781433
13.33521432163324 21.305 21.42404287916045
17.78279410038923 17.794999999999998 19.686785227501577
23.71373705661655 15.297 18.449447640943113
31.622776601683793 13.575 17.61183391614571
42.169650342858226 12.19 16.83231633076848
56.23413251903491 11.018 16.1259173766869
74.98942093324558 10.01679 15.509277423846001
100.0 9.14592 15.021423271837353
133.3521432163324 8.2901 14.28239305463546
177.82794100389228 7.5968 13.59660383183845
237.13737056616552 6.891800000000001 12.7362437399121
316.22776601683796 6.2978000000000005 11.80771754394288
421.6965034285823 5.993100000000001 11.193828813612106
562.341325190349 6.061400000000001 11.029022412823327
749.8942093324558 6.4745 11.097245155374878
1000.0 7.1342 11.349405874323253
1333.521432163324 7.880800000000001 11.590875098087887
1778.2794100389228 8.609700000000002 11.68166623804912
2371.373705661655 9.013950000000001 11.501049857208471
3162.2776601683795 9.538 11.409245887941484
4216.965034285822 9.66292 11.118817050960258
5623.413251903491 9.675079999999998 10.728633414507732
7498.942093324558 9.667635 10.614254960224418
10000.0 9.664645 10.716253619768935
>>>>>>> 655d64a6ad69d12f21d4ea02eadde43b16a47b30
