<<<<<<< HEAD
0.1 0.0 144.1260178304996
0.1333521432163324 0.0 87.32309930900875
0.1778279410038923 0.0 55.964208872120004
0.23713737056616552 0.0 41.2825397516386
0.31622776601683794 0.0 30.50640729985487
0.4216965034285822 0.0 18.235019794157708
0.5623413251903491 0.0 11.674372597511825
0.7498942093324559 0.0 6.791262635506014
1.0 0.0 4.468317856497566
1.333521432163324 0.0 2.8625518405979786
1.7782794100389228 0.0 1.9955348236228212
2.371373705661655 0.0 1.3485984603625647
3.1622776601683795 0.0 0.9100063983840142
4.216965034285822 0.0 0.6514356266859007
5.623413251903491 0.0 0.46373648757200364
7.498942093324558 0.0 0.2996196242468796
10.0 0.0 0.18917740278593828
13.33521432163324 0.0 0.11007242919731709
17.78279410038923 0.0 0.056987445806753176
23.71373705661655 0.0 0.028118346552072696
31.622776601683793 0.0 0.012724457385893414
42.169650342858226 0.0 0.006038249798059315
56.23413251903491 0.0 0.003086319187306684
74.98942093324558 0.0 0.00173667617505449
100.0 0.0 0.001199783939940195
133.3521432163324 0.0 0.0012029938480251781
177.82794100389228 0.0 0.001626306385546459
237.13737056616552 0.0 0.0029854635380432734
316.22776601683796 0.0 0.0062590774783560016
421.6965034285823 0.0 0.013757695004789997
562.341325190349 0.0 0.02799098320827682
749.8942093324558 0.0 0.05344205574301747
1000.0 0.0 0.09518878806791987
1333.521432163324 0.0 0.17806578874148274
1778.2794100389228 0.0 0.3691760681555082
2371.373705661655 0.0 0.8864675230903416
3162.2776601683795 0.0 2.0510220587138264
4216.965034285822 0.0 5.087746440517865
5623.413251903491 0.0 13.170384115100994
7498.942093324558 0.0 28.04521331685562
10000.0 0.0 45.911427960864486
=======
0.1 0.0 86.40197906358672
0.1333521432163324 0.0 52.066752300091245
0.1778279410038923 0.0 32.493754257339695
0.23713737056616552 0.0 22.832485568652196
0.31622776601683794 0.0 16.167352964345223
0.4216965034285822 0.0 9.313685301804501
0.5623413251903491 0.0 5.71448113801327
0.7498942093324559 0.0 3.1459840644190233
1.0 0.0 1.9564667331821386
1.333521432163324 0.0 1.1812977964337739
1.7782794100389228 0.0 0.7622219281530932
2.371373705661655 0.0 0.4765749737280042
3.1622776601683795 0.0 0.2967518249281547
4.216965034285822 0.0 0.19725482634171188
5.623413251903491 0.0 0.12892469021513164
7.498942093324558 0.0 0.07562729164041267
10.0 0.0 0.0429964811695694
13.33521432163324 0.0 0.022580575610888196
17.78279410038923 0.0 0.010537135590490316
23.71373705661655 0.0 0.004742862601364832
31.622776601683793 0.0 0.0019661895561482053
42.169650342858226 0.0 0.0008633730010094804
56.23413251903491 0.0 0.0004112729783094611
74.98942093324558 0.0 0.00021759440476851763
100.0 0.0 0.00014324344795041337
133.3521432163324 0.0 0.00013947433209885067
177.82794100389228 0.0 0.00018720557144121113
237.13737056616552 0.0 0.00034504052313128424
316.22776601683796 0.0 0.000736503796429878
421.6965034285823 0.0 0.0016915355926275242
562.341325190349 0.0 0.003678179436632486
749.8942093324558 0.0 0.007657311585639109
1000.0 0.0 0.01501038602825365
1333.521432163324 0.0 0.031246305810627838
1778.2794100389228 0.0 0.07233993542361399
2371.373705661655 0.0 0.19333589610642143
3162.2776601683795 0.0 0.5000346807055805
4216.965034285822 0.0 1.3720065626549682
5623.413251903491 0.0 3.9275771718649457
7498.942093324558 0.0 9.166933512290347
10000.0 0.0 16.168541692452052
>>>>>>> 655d64a6ad69d12f21d4ea02eadde43b16a47b30
