<<<<<<< HEAD
0.1 218.0 200.68742861331913
0.1333521432163324 209.0 182.8818976630683
0.1778279410038923 203.0 169.17942422917622
0.23713737056616552 195.0 159.30791206091297
0.31622776601683794 189.0 151.06834015840508
0.4216965034285822 185.0 143.39724731756144
0.5623413251903491 181.0 138.02263117494735
0.7498942093324559 176.0 133.16717424205896
1.0 171.5 130.2226468761105
1.333521432163324 167.3 128.9641277483304
1.7782794100389228 165.0 129.08784173731277
2.371373705661655 162.0 130.36039009071797
3.1622776601683795 158.0 131.99827782391037
4.216965034285822 155.5 133.64710404948337
5.623413251903491 152.5 136.37683640108958
7.498942093324558 148.5 138.60057360995532
10.0 142.9 140.85247714604677
13.33521432163324 140.2 143.58060280564732
17.78279410038923 136.8 145.43297373193096
23.71373705661655 133.002 146.16486042969748
31.622776601683793 129.481 146.74075206860485
42.169650342858226 125.49000000000001 145.93273119192284
56.23413251903491 121.84 145.07559482687083
74.98942093324558 117.7312 144.33585717877193
100.0 113.76307 144.95994688945373
133.3521432163324 109.90106 145.38215887913222
177.82794100389228 105.57009 146.01649549620817
237.13737056616552 102.01483 147.40541161529734
316.22776601683796 97.93925999999999 146.54507222410663
421.6965034285823 93.48288 143.34348265449265
562.341325190349 89.9511 138.57728951084215
749.8942093324558 85.85425 131.12629531327417
1000.0 81.78155 122.95438222969561
1333.521432163324 77.7534 113.83196260144624
1778.2794100389228 73.2142 104.8870400673274
2371.373705661655 68.715 96.92600711606833
3162.2776601683795 64.2751 89.14879904810117
4216.965034285822 59.785 82.80540207327807
5623.413251903491 55.505199999999995 76.69221023469257
7498.942093324558 50.9152 71.90030382394156
10000.0 46.1747 68.29368072927682
=======
0.1 218.0 201.73637612883118
0.1333521432163324 209.0 183.89802497670343
0.1778279410038923 203.0 170.20865145738773
0.23713737056616552 195.0 160.3716982223643
0.31622776601683794 189.0 152.13536190209078
0.4216965034285822 185.0 144.45441190799374
0.5623413251903491 181.0 139.04828837302318
0.7498942093324559 176.0 134.16872511986105
1.0 171.5 131.21182151883932
1.333521432163324 167.3 129.88808127918873
1.7782794100389228 165.0 130.00939062774748
2.371373705661655 162.0 131.28348941940172
3.1622776601683795 158.0 132.94788691095795
4.216965034285822 155.5 134.70895534342932
5.623413251903491 152.5 137.58902815120962
7.498942093324558 148.5 140.00370783082403
10.0 142.9 142.38987681383026
13.33521432163324 140.2 145.33643395579185
17.78279410038923 136.8 147.43335683323224
23.71373705661655 133.002 148.41440295379783
31.622776601683793 129.481 149.24059587897318
42.169650342858226 125.49000000000001 148.61516602237643
56.23413251903491 121.84 147.91497306428246
74.98942093324558 117.7312 147.2865550274195
100.0 113.76307 147.96538807344317
133.3521432163324 109.90106 148.3690566461236
177.82794100389228 105.57009 148.85197733695577
237.13737056616552 102.01483 150.07931166832208
316.22776601683796 97.93925999999999 148.99683834845558
421.6965034285823 93.48288 145.53102914676893
562.341325190349 89.9511 140.49372798841668
749.8942093324558 85.85425 132.74186747797177
1000.0 81.78155 124.27563199269652
1333.521432163324 77.7534 114.91700955657315
1778.2794100389228 73.2142 105.7477494721056
2371.373705661655 68.715 97.63678985409094
3162.2776601683795 64.2751 89.73805684460862
4216.965034285822 59.785 83.29901869297592
5623.413251903491 55.505199999999995 77.13088956797934
7498.942093324558 50.9152 72.2725813970132
10000.0 46.1747 68.59098713582638
>>>>>>> 655d64a6ad69d12f21d4ea02eadde43b16a47b30
